А15,2,ТУБЕРКУЛОЗА НА БЕЛ ДРОБ,ХИСТОЛИШКИ ПОТВРДЕНА
А15,3,ТУБЕРКУЛОЗА НА БЕЛ ДРБОБ,ПОТВРДЕНА НА НЕОЗНАЧЕН НАЧИН
А15,4,ТУБЕРКУЛОЗА НА ИНТРАТОРАКАЛНИТЕ ЛИМФ.ЈАЗЛИ БАКТЕР.И ХИСТОЛ.ПОТВРДЕНА
А15,5,ТУБЕРКУЛОЗА НА ЛАРИНКС,ТРАХЕЈА И БРОНХ,БАКТЕРИОЛ.И ХИСТОЛО.ПОТВРДЕНА
А15,6,ТУБЕРКУЛОЗЕН ПЛЕВРИТ,БАКТЕРИОЛОШКИ И ХИСТОЛОШКИ ПОТВРДЕН
А15,7,ПРИМАРНА РЕСПИРАТ.ТУБЕРКУЛ,БАКТЕРИОЛ.И ХИСТОЛОШКИ ПОТВРДЕНА
А15,8,ДРУГА РЕСПИРАТОРНА ТУБЕРКУЛОЗА,БАКТЕРИОЛОШКИ И ХИСТОЛОШКИ ПОТВРДЕНА
А15,9,РЕСПИРАТОРНА ТУБЕРКУЛОЗА НЕОЗНАЧЕНА,БАКТЕРИОЛ.И ХИСТОЛОШКИ ПОТВРДЕНА
А16,,РЕСПИРАТОРНА ТУБЕРКОЛОЗА,БАКТЕРИОЛОШКИ И ХИСТОЛОШКИ НЕПОТВРДЕНА
А16,0,ТУБЕРКУЛОЗА НА БЕЛ ДРОБ, БАКТЕРИОЛОШКИ И ХИСТОЛОШКИ НЕГАТИВНА
А16,1,ТУБЕРКУЛОЗА НА БЕЛ ДРОБ,БАКТЕРИОЛ.И ХИСТОЛОШКО ИСПИТУВ.НЕ Е НАПРАВЕНО
А16,2,ТУБЕРКУЛОЗА НА БЕЛ ДРОБ,БЕЗ СПОМНУВАЊЕ ЗА БАКТЕР.ИЛИ ХИСТОЛО.ПОТВРДА
А16,3,ТУБЕРКУЛОЗА НА ИНТРАТОРАКАЛНИ ЛИМФНИ ЈАЗЛИ,БЕЗ СПОМН.БАКТЕ.И ХИСТ.ПОТВРДА
А16,4,ТУБЕРК.НА ЛАРИНКСОТ,ТРАХЕЈА И БРОНХ,БЕЗ СПОМН.НА БАКТЕ.И ХИСТ.ПОТВРДА
А16,5,ТУБЕРКУЛ. ПЛЕВРИТ,БЕЗ СПОМНУВАЊЕ ЗА БАКТЕР.ИЛИ ХИСТОЛОШКА ПОТВРДА
А16,7,ПРИМАРНА РЕСПИРАТОРНА ТУБЕРКУЛОЗА, БЕЗ СПОМН.ЗА БАКТ.И ХИСТ.ПОТВРДА
А16,8,ДРУГА РЕСПИР ТУБЕРК.БЕЗ СПОМН.ЗА БАКТЕРИО.И ХИСТОЛОШКА ПОТВРДА
А16,9,РЕСПИРАТОР.ТУБЕРК.НЕОЗНАЧ.БЕЗ СПОМНУВАЊЕ ЗА БАКТЕР.ИЛИ ХИСТ.ПОТВРДА
А17,+,ТУБЕРКУЛОЗА НА НЕРВНИОТ СИСТЕМ
А17,0+,ТУБЕРКУЛОЗЕН МЕНИНГИТ(GО1*)
А17,1+,МЕНИНГЕАЛЕН ТУБЕРКУЛОМ(GО7*)
А17,8+,ДРУГА ТУБЕРКУЛОЗА НА НЕРВНИОТ СИСТЕМ
А17,9+,ТУБЕРКУЛОЗА НА НЕРВНИОТ СИСТЕМ, НЕОЗНАЧЕНО(G99.8*)
А18,,ТУБЕРКУЛОЗА НА ДРУГИТЕ ОРГАНИ
А18,0+,ТУБЕРКУЛОЗА НА КОСКИТЕ И ЗГЛОБОВИТЕ
А18,1+,ТУБЕРКУЛОЗА НА ГЕНИТОУРИНАРНИОТ СИСТЕМ
А18,2,ТУБЕРКУЛОЗНА ПЕРИФЕРНА ЛИМФАДЕНОПАТИЈА
А18,3,ТУБЕРКУЛОЗА НА ЦРЕВАТА,ПЕРИТОНЕУМОТ И МЕЗЕНТЕРИЈАЛНИТЕ ЖЛЕЗДИ
А18,4,ТУБЕРКУЛОЗА НА КОЖАТА И ПОТКОЖНОТО ТКИВО
А18,5+,ТУБЕРКУЛОЗА НА ОКО
А18,6+,ТУБЕРКУЛОЗА НА УВО
А18,7+,ТУБЕРКУЛОЗА НА НАДБУБРЕЖНИТЕ ЖЛЕЗДИ(Е35.1*)
А18,8+,ТУБЕРКУЛОЗА НА ДРУГИ ОЗНАЧЕНИ ОРГАНИ
А19,,МИЛИЈАРНА ТУБЕРКУЛОЗА
А19,0,АКУТНА МИЛИЈАРНА ТУБЕРКУЛОЗА НА ЕДНО ОЗНАЧЕНО МЕСТО
А19,1,АКУТНА МИЛИЈАРНА ТУБЕРКУЛОЗА НА ПОВЕЌЕ МЕСТА
А19,2,АКУТНА МИЛИЈАРНА ТУБЕРКУЛОЗА,НЕОЗНАЧЕНО
А19,8,ДРУГА МИЛИЈАРНА ТУБЕРКУЛОЗА
А19,9,МИЛИЈАРНА ТУБЕРКУЛОЗА,НЕОЗНАЧЕНО
А20,,ЧУМА
А20,0,БУБОНСКА ЧУМА
А20,1,ЦЕЛУЛОКУТАНА ЧУМА
А20,2,ПНЕВМОНИЧНА ЧУМА
А20,3,ЧУМА МЕНИНГИТ
А20,7,СЕПТИКЕМИЧНА ЧУМА
А20,8,ДРУГИ ФОРМИ НА ЧУМА
А20,9,ЧУМА, НЕОЗНАЧЕНО
А21,,ТУЛАРЕМИЈА
А21,0,УЛЦЕРОГЛАНДУЛАРНА ТУЛАРЕМИЈА
А21,1,ОКУЛОГЛАНДУЛАРНА ТУЛАРЕМИЈА
А21,2,ПУЛМОНАЛНА ТУЛАРЕМИЈА
А21,3,ГАСТРОИНТЕСТИНАЛНА ТУЛАРЕМИЈА
А21,7,ГЕНЕРАЛИЗИРАНА ТУЛАРЕМИЈА
А21,8,ДРУГИ ФОРМИ НА ТУЛАРЕМИЈА
А21,9,ТУЛАРЕМИЈА, НЕОЗНАЧЕНО
А22,,АНТРАКС
А22,0,КУТАН АНТРАКС
А22,1,ПУЛМОНАЛЕН АНТРАКС
А22,2,ГАСТРОИНТЕСТИНАЛЕН АНТРАКС
А22,7,АНТРАКСНА СЕПТИКЕМИЈА
А22,8,ДРУГИ ФОРМИ НА АНТРАКС
А22,9,АНТРАКС, НЕОЗНАЧЕНО
А23,,БРУЦЕЛОЗА
А23,0,БРУЦЕЛОЗА ПРЕДИЗВИКАНА СО BRUCELLA MELITENSIS
А23,1,БРУЦЕЛОЗА ПРЕДИЗВИКАНА СО BRUCELLA ABORTUS
А23,2,БРУЦЕЛОЗА ПРЕДИЗВИКАНА СО BRUCELLA SUIS
А23,3,БРУЦЕЛОЗА ПРЕДИЗВИКАНА СО BRUCELLA CANIS
А23,8,ДРУГА БРУЦЕЛОЗА
А23,9,БРУЦЕЛОЗА, НЕОЗНАЧЕНО
А24,,САКАГИЈА И МЕЛИОИДОЗА
А24,0,САКАГИЈА
А24,1,АКУТНА И ФУЛМИНАНТНА МЕЛИОИДОЗА
А24,2,СУБАКУТНА И ХРОНИЧНА МЕЛИОИДОЗА
А24,3,ДРУГА МЕЛИОИДОЗА
А24,4,МЕЛИОИДОЗА,НЕОЗНАЧЕНО
А25,,ТРЕСКА ПРЕДИЗВИКАНА СО КАСНУВАЊЕ ОД СТАОРЕЦ
А25,0,СПИРИЛОЗА
А25,1,СТРЕПТОБАЦИЛОЗА
А25,9,ТРЕСКА ПРЕДИЗВИКАНА СО КАСНУВАЊЕ ОД СТАОРЕЦ,НЕОЗНАЧЕНО
А26,,ЕРИЗИПЕЛОИД
А26,0,КУТАН ЕРИЗИПЕЛОИД
А26,7,ERYSIPELOTHRIX СЕПТИКЕМИЈА
А26,8,ДРУГИ ФОРМИ НА ЕРИЗИПЕЛОИД
А26,9,ЕРИЗИПЕЛОИД,НЕОЗНАЧЕНО
А27,,ЛЕПТОИСПИРОЗА
А27,0,ИКТЕРОХЕМОРАГИЧНА ЛЕПТОСПИРОЗА
А27,8,ДРУГИ ФОРМИ НА ЛЕПТОСПИРОЗА
А27,9,ЛЕПТОСПИРОЗА,НЕОЗНАЧЕНО
А28,,ДРУГИ ЗООНОЗНИ БАКТЕРИСКИ БОЛЕСТИ НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕСТО
А28,0,ПАСТОРЕЛОЗА
А28,1,БОЛЕСТ ПРЕДИЗВИКАНА СО ГРЕБНУВАЊЕ ОД МАЧКА
А28,2,ЕКСТРАИНТЕСТИНАЛНА ЈЕРСИНИОЗА
А28,8,ДРУГИ ОЗНАЧЕНИ ЗООНСКИ БАКТЕРИСКИ БОЛЕСТИ,НЕКЛАСИФИЦИРАНИ НА ДР.МЕСТО
А28,9,ЗООНОЗНА БАКТЕРИСКА БОЛЕСТ,НЕОЗНАЧЕНО
А30,,ЛЕПРА (HANSEN-ОВА БОЛЕСТ)
А30,0,НЕДЕТЕРМИНИРАНА ЛЕПРА
А30,1,ТУБЕРКУЛОИДНА ЛЕПРА
А30,2,ГРАНИЧНА ТУБЕРКУЛОИДНА ЛЕПРА
А30,3,ГРАНИЧНА ЛЕПРА
А30,4,ГРАНИЧНА ЛЕПРОМАТОЗНА ЛЕПРА
А30,5,ЛЕПРОМАТОЗНА ЛЕПРА
А30,8,ДРУГИ ФОРМИ НА ЛЕПРА
А30,9,ЛЕПРА,НЕОЗНАЧЕНО
А31,,ИНФЕКЦИЈА ПРЕДИЗВИКАНА СО ДРУГА МИКОБАКТЕРИЈА
А31,0,ПУЛМОНАЛНА МИКОБАКТЕРИСКА ИНФЕКЦИЈА
А31,1,КУТАНА МИКОБАКТЕРИСКА ИНФЕКЦИЈА
А31,8,ДРУГИ МИКОБАКТЕРИСКИ ИНФЕКЦИИ
А31,9,МИКОБАКТЕРИСКА ИНФЕКЦИЈА,НЕОЗНАЧЕНО
А32,,ЛИСТЕРИОЗА
А32,0,КУТАНА ЛИСТЕРИОЗА
А32,1+,ЛИСТЕРИЈАЛЕН МЕНИНГИТ И МЕНИНГОЕНЦЕФАЛИТ
А32,7,ЛИСТЕРИЈАЛНА СЕПТИКЕМИЈА
А32,8,ДРУГИ ФОРМИ НА ЛИСТЕРИОЗА
А32,9,ЛИСТЕРИОЗА, НЕОЗНАЧЕНО
А33,,ТЕТАНУС НЕОНАТОРУМ
А34,,АКУШЕРСКИ ТЕТАНУС
А35,,ДРУГ ТЕТАНУС
А36,,ДИФТЕРИЈА
А36,0,ФАРИНГЕАЛНА ДИФТЕРИЈА
А36,1,НАЗОФАРИНГЕАЛНА ДИФТЕРИЈА
А36,2,ЛАРИНГЕАЛНА ДИФТЕРИЈА
А36,3,КУТАНА ДИФТЕРИЈА
А36,8,ДРУГА ДИФТЕРИЈА
А36,9,ДИФТЕРИЈА,НЕОЗНАЧЕНО
А37,,ПЕРТУСИС
А37,0,ПЕРТУСИС ПРЕДИЗВИКАН СО BORDETELLA PERTUSSIS
А37,1,ПЕРТУСИС ПРЕДИЗВИКАН СО BORDETELLA PARAPERTUSSIS
А37,8,ПЕРТУСИС ПРЕДИЗВИКАН СО ДРУГИ ВИДОВИ BORDETELLA
А37,9,ПЕРТУСИС, НЕОЗНАЧЕНО
А38,,ШАРЛАХ
А39,,МЕНИНГОКОКНА ИНФЕКЦИЈА
А39,0+,МЕНИНГОКОКЕН МЕНИНГИТ (G01*)
А39,1+,WATERHOUSE-FRIDERICHSEN-ОВ СИНДРОМ(Е35.1*)
А39,2,АКУТНА МЕНИНГОКОКЦЕМИЈА
А39,3,ХРОНИЧНА МЕНИНГОКОКЦЕМИЈА
А39,4,МЕНИНГОКОКЦЕМИЈА, НЕОЗНАЧЕНО
А39,5+,МЕНИНГОКОКНА СРЦЕВА БОЛЕСТ
А39,8,ДРУГИ МЕНИНГОКОКНИ ИНФЕКЦИИ
А39,9,МЕНИНГОКОКНА ИНФЕКЦИЈА,НЕОЗНАЧЕНО
А40,,СТРЕПТОКОКНА СЕПТИКЕМИЈА
А40,0,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО СТРЕПТОКОК, ГРУПА А
А40,1,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО СТРЕПТОКОК, ГРУПА B
А40,2,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО СТРЕПТОКОК,ГРУПА D
А40,3,СЕПТИКЕМИЈА ПРЕДИЗВКАНА СО STREPTOCOCCUS PNEUMONIAE
А40,8,ДРУГА СТРЕПТОКОКНА СЕПТИКЕМИЈА
А40,9,СТРЕПТОКОКНА СЕПТИКЕМИЈА, НЕОЗНАЧЕНО
А41,,ДРУГА СЕПТИКЕМИЈА
А41,0,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО STAPHYLOCOCCUS AUREUS
А41,1,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО ДРУГ ОЗНАЧЕН СТАФИЛОКОК
А41,2,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО НЕОЗНАЧЕН СТАФИЛОКОК
А41,3,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО HAEMOPHILUS INFLUENZAE
А41,4,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО АНАЕРОБИ
А41,5,СЕПТИКЕМИЈА ПРЕДИЗВИКАНА СО ДРУГИ ГРАМ-НЕГАТИВНИ МИКРООРГАНИЗМИ
А41,8,ДРУГА ОЗНАЧЕНА СЕПТИКЕМИЈА
А41,9,СЕПТИКЕМИЈА, НЕОЗНАЧЕНО
А42,,АКТИНОМИКОЗА
А42,0,ПУЛМОНАЛНА АКТИНОМИКОЗА
А42,1,АБДОМИНАЛНА АКТИНОМИКОЗА
А42,2,ЦЕРВИКОФАЦИЈАЛНА АКТИНОМИКОЗА
А42,7,АКТИНОМИКОТИЧНА СЕПТИКЕМИЈА
А42,8,ДРУГИ ФОРМИ НА АКТИНОМИКОЗА
А42,9,АКТИНОМИКОЗА, НЕОЗНАЧЕНО
А43,,НОКАРДИОЗА
А43,0,ПУЛМОНАЛНА НОКАРДИОЗА
А43,1,КУТАНА НОКАРДИОЗА
А43,8,ДРУГИ ФОРМИ НА НОКАРДИОЗА
А43,9,НОКАРДИОЗА,НЕОЗНАЧЕНО
А44,,БАРТОНЕЛОЗА
А44,0,СИСТЕМСКА БАРТОНЕЛОЗА
А44,1,КУТАНА И МУКОКУТАНА БАРТОНЕЛОЗА
А44,8,ДРУГИ ФОРМИ НА БАРТОНЕЛОЗА
А44,9,БАРТОНЕЛОЗА, НЕОЗНАЧЕНО
А46,,ЕРИЗИПЕЛ
А48,,ДРУГИ БАКТЕРИСКИ БОЛЕСТИ,НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕСТО
А48,0,ГАСНА ГАНГРЕНА
А48,1,ЛЕГИОНЕРСКА БОЛЕСТ
А48,2,НЕПНЕВМОНИЧНА ЛЕГИОНЕРСКА БОЛЕСТ(PONTIAC ТРЕСКА)
А48,3,ТОКСИЧЕН ШОК СИНДРОМ
А48,4,БРАЗИЛСКА ПУРПУРНА ТРЕСКА
А48,8,ДРУГИ ОЗНАЧЕНИ БАКТЕРИСКИ БОЛЕСТИ
А49,,БАКТЕРИСКА ИНФЕКЦИЈА,НЕОЗНАЧЕНА ЛОКАЛИЗАЦИЈА
А49,0,СТАФИЛОКОКНА ИНФЕКЦИЈА,НЕОЗНАЧЕНО
А49,1,СТРЕПТОКОКНА ИНФЕКЦИЈА, НЕОЗНАЧЕНО
А49,2,ИНФЕКЦИЈА ПРЕДИЗВИКАНА СО HAEMOPHILUS INFLUENZAE,НЕОЗАНЧЕНО
А49,3,МИКОПЛАЗМАЛНА ИНФЕКЦИЈА,НЕОЗНАЧЕНО
А49,8,ДРУГИ БАКТЕРИСКИ ИНФЕКЦИИ НА НЕОЗНАЧЕНА ЛОКАЛИЗАЦИЈА
А49,9,БАКТЕРИСКА ИНФЕКЦИЈА, НЕОЗНАЧЕНО
А50,,КОНГЕНИТАЛЕН СИФИЛИС
А50,0,РАН КОНГЕНИТАЛЕН СИФИЛИС,СИМПТОМАТСКИ
А50,1,РАН КОНГЕНИТАЛЕН СИФИЛИС,ЛАТЕНТЕН
А50,2,РАН КОНГЕНИТАЛЕН СИФИЛИС,НЕОЗНАЧЕНО
А50,3,ДОЦНА КОНГЕНИТАЛНА СИФИЛИСТИЧНА ОКУЛОПАТИЈА
А50,4,ДОЦЕН КОНГЕНИТАЛЕН НЕВРОСИФИЛИС(ЈУВЕНИЛЕН НЕВРОСИФИЛИС)
А50,5,ДРУГ ДОЦЕН КОНГЕНИТАЛЕН СИФИЛИС, СИМПТОМАТСКИ
А50,6,ДОЦЕН КОНГЕНИТАЛЕН СИФИЛИС, ЛАТЕНТЕН
А50,7,ДОЦЕН КОНГЕНИТАЛЕН СИФИЛИС,НЕОЗНАЧЕНО
А50,9,КОНГЕНИТАЛЕН СИФИЛИС, НЕОЗНАЧЕНО
А51,,РАН СИФИЛИС
А51,0,ПРИМАРЕН ГЕНИТАЛЕН СИФИЛИС
А51,1,ПРИМАРЕН АНАЛЕН СИФИЛИС
А51,2,ПРИМАРЕН СИФИЛИС НА ДРУГИ ЛОКАЛИЗАЦИИ
А51,3,СЕКУНДАРЕН СИФИЛИС НА КОЖАТА И МУКОЗНИТЕ МЕМБРАНИ
А51,4,ДРУГ СЕКУНДАРЕН СИФИЛИС
А51,5,РАН СИФИЛИС,ЛАТЕНТЕН
А51,9,РАН СИФИЛИС, НЕОЗНАЧЕНО
А52,,ДОЦЕН СИФИЛИС
А52,0+,КАРДИОВАСКУЛАРЕН СИФИЛИС
А52,1,СИМПТОМАТСКИ НЕВРОСИФИЛИС
А52,2,АСИМПТОМАТСКИ НЕВРОСИФИЛИС
А52,3,НЕВРОСИФИЛИС,НЕОЗНАЧЕНО
А52,7,ДРУГ СИМПТОМАТСКИ ДОЦЕН СИФИЛИС
А52,8,ДОЦЕН СИФИЛИС,ЛАТЕНТЕН
А52,9,ДОЦЕН СИФИЛИС,НЕОЗНАЧЕНО
А53,,ДРУГ И  НЕОЗНАЧЕН СИФИЛИС
А53,0,ЛАТЕНТЕН СИФИЛИС,НЕОЗНАЧЕН КАКО РАН ИЛИ ДОЦЕН
А53,9,СИФИЛИС,НЕОЗНАЧЕНО
А54,,ГОНОКОКНА ИНФЕКЦИЈА
А54,0,ГОНОКОК.ИНФ.НА ДОЛ.ГЕНИТОУРИНАР.ТРАКТ БЕЗ АПСЦ.НА ПЕРИУРЕТ.АКЦЕС.ЖЛЕЗДА
А54,1,ГОНОК.ИНФ.НА ДОЛ.ГЕНИТОР.ТРАКТ СО АПЦ.НА ПЕРИУРЕТ.ИЛИ НА АКЦЕС.ЖЛЕЗДА
А54,2+,ГОНОКОКЕН ПЕЛВИПЕРИТОНИТ И ДРУГИ ГОНОКОКНИ ГЕНИТОУРИНАРНИ ИНФЕКЦИИ
А54,3,ГОНОКОКНА ИНФЕКЦИЈА НА ОКО
А54,4+,ГОНОКОКНА ИНФЕКЦИЈА НА МУСКУЛНОСКЕЛЕТНИОТ СИСТЕМ
А54,5,ГОНОКОКЕН ФАРИНГИТ
А54,6,ГОНОКОКНА ИНФЕКЦИЈА НА АНУСОТ И РЕКТУМОТ
А54,8,ДРУГИ ГОНОКОКНИ ИНФЕКЦИИ
А54,9,ГОНОКОКНА ИНФЕКЦИЈА, НЕОЗНАЧЕНО
А55,,ХЛАМИДСКИ ЛИМФОГРАНУЛОМ (ВЕНЕРИЧЕН)
А56,,ДРУГИ ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНИ ХЛАМИДИСКИ БОЛЕСТИ
А56,0,ХЛАМИДИСКА ИНФЕКЦИЈА НА ДОЛНИОТ ГЕНИТОУРИНАРЕН ТРАКТ
А56,1*,ХЛАМИДИСКА ИНФЕКЦИЈА НА ПЕЛВИПЕРИТОНЕУМОТ И НА ДРУГИ ГЕНИТОУРИН.ОРГАНИ
А56,2,ХЛАМИДИСКА ИНФЕКЦИЈА НА ГЕНИТОУРИНАРНИОТ ТРАКТ,НЕОЗНАЧЕНО
А56,3,ХЛАМИДИСКА ИНФЕКЦИЈА НА АНУСОТ И РЕКТУМОТ
А56,4,ХЛАМИДИСКА ИНФЕКЦИЈА НА ФАРИНКСОТ
А56,8,ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНА ХЛАМИДИСКА ИНФЕКЦИЈА НА ДРУГИ ЛОКАЛИЗАЦИИ
А57,,ШАНКРОИД
А58,,ИНГВИНАЛЕН ГРАНУЛОМ
А59,,ТРИХОМОНИЈАЗА
А59,0,УРОГЕНИТАЛНА ТРИХОМОНИЈАЗА
А59,8,ТРИХОМОНИЈАЗА НА ДРУГИ ЛОКАЛИЗАЦИИ
А59,9,ТРИХОМОНИЈАЗА,НЕОЗНАЧЕНО
А60,,АНОГЕНИТАЛНА ХЕРПЕСВИРУСНА (HERPES SIMPLEX) ИНФЕКЦИЈА
А60,0,ХЕРПЕСВИРУСНА ИНФЕКЦИЈА НА ГЕНИТАЛНИОТ И УРОГЕНИТАЛНИОТ ТРАКТ
А60,1,ХЕРПЕСВИРУСНА ИНФЕКЦИЈА НА ПЕРИАНАЛНАТА КОЖА И НА РЕКТУМОТ
